ID	Relation	RelType	NE	X	Y	Y'	NEType	MeSH	Sent
733	downregulate	negative	mir-542	702.6786	883.2026	883.2026	miRNA		The miRNA microarray initially identified that eight miRNAs ( miR-206 , miR-3923 , miR-181a , miR-92a , miR-421 , miR-339-5p , miR-3196 , and miR-29b ) were downregulated in LN metastasis group , whereas five miRNAs ( miR-542-5p , miR-200a , miR-564 , miR-451 , miR-30c , miR-200b , miR-191-3p , miR-142-5p , and miR-185-5p ) were upregulated in LN group when compared with those in NLN group .
733	downregulate	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	The miRNA microarray initially identified that eight miRNAs ( miR-206 , miR-3923 , miR-181a , miR-92a , miR-421 , miR-339-5p , miR-3196 , and miR-29b ) were downregulated in LN metastasis group , whereas five miRNAs ( miR-542-5p , miR-200a , miR-564 , miR-451 , miR-30c , miR-200b , miR-191-3p , miR-142-5p , and miR-185-5p ) were upregulated in LN group when compared with those in NLN group .
732	downregulate	negative	mir-542	702.6786	883.2026	883.2026	miRNA		The miRNA microarray initially identified that eight miRNAs ( miR-206 , miR-3923 , miR-181a , miR-92a , miR-421 , miR-339-5p , miR-3196 , and miR-29b ) were downregulated in LN metastasis group , whereas five miRNAs ( miR-542-5p , miR-200a , miR-564 , miR-451 , miR-30c , miR-200b , miR-191-3p , miR-142-5p , and miR-185-5p ) were upregulated in LN group when compared with those in NLN group .
732	downregulate	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	The miRNA microarray initially identified that eight miRNAs ( miR-206 , miR-3923 , miR-181a , miR-92a , miR-421 , miR-339-5p , miR-3196 , and miR-29b ) were downregulated in LN metastasis group , whereas five miRNAs ( miR-542-5p , miR-200a , miR-564 , miR-451 , miR-30c , miR-200b , miR-191-3p , miR-142-5p , and miR-185-5p ) were upregulated in LN group when compared with those in NLN group .
321	upregulate	positive	mir-542	702.6786	883.2026	883.2026	miRNA		The miRNA microarray results showed that compared to the NLN group , upregulation of four miRNAs including miR-2861 , miR-451 , miR-193b , and miR-1202 was associated with LN metastasis , whereas four other miRNAs including miR-let-7i , miR-542-5p , miR-664* , and miR-564 were downregulated in the LN group .
321	upregulate	positive	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	The miRNA microarray results showed that compared to the NLN group , upregulation of four miRNAs including miR-2861 , miR-451 , miR-193b , and miR-1202 was associated with LN metastasis , whereas four other miRNAs including miR-let-7i , miR-542-5p , miR-664* , and miR-564 were downregulated in the LN group .
319	upregulate	positive	mir-1202	707.8602	884.3342	884.3342	miRNA		The miRNA microarray results showed that compared to the NLN group , upregulation of four miRNAs including miR-2861 , miR-451 , miR-193b , and miR-1202 was associated with LN metastasis , whereas four other miRNAs including miR-let-7i , miR-542-5p , miR-664* , and miR-564 were downregulated in the LN group .
319	upregulate	positive	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	The miRNA microarray results showed that compared to the NLN group , upregulation of four miRNAs including miR-2861 , miR-451 , miR-193b , and miR-1202 was associated with LN metastasis , whereas four other miRNAs including miR-let-7i , miR-542-5p , miR-664* , and miR-564 were downregulated in the LN group .
325	upregulate	positive	mir-2861	713.0548	885.4039	885.4039	miRNA		Upregulated expression of miR-2861 and miR-451 in PTC with LN metastasis represents a unique miRNA signature associated with the prognosis and progression of PTC .
325	upregulate	positive	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	Upregulated expression of miR-2861 and miR-451 in PTC with LN metastasis represents a unique miRNA signature associated with the prognosis and progression of PTC .
324	upregulate	positive	mir-2861	713.0548	885.4039	885.4039	miRNA		Upregulated expression of miR-2861 and miR-451 in PTC with LN metastasis represents a unique miRNA signature associated with the prognosis and progression of PTC .
324	upregulate	positive	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	Upregulated expression of miR-2861 and miR-451 in PTC with LN metastasis represents a unique miRNA signature associated with the prognosis and progression of PTC .
316	upregulate	positive	mir-2861	713.0548	885.4039	885.4039	miRNA		The miRNA microarray results showed that compared to the NLN group , upregulation of four miRNAs including miR-2861 , miR-451 , miR-193b , and miR-1202 was associated with LN metastasis , whereas four other miRNAs including miR-let-7i , miR-542-5p , miR-664* , and miR-564 were downregulated in the LN group .
316	upregulate	positive	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	The miRNA microarray results showed that compared to the NLN group , upregulation of four miRNAs including miR-2861 , miR-451 , miR-193b , and miR-1202 was associated with LN metastasis , whereas four other miRNAs including miR-let-7i , miR-542-5p , miR-664* , and miR-564 were downregulated in the LN group .
1898	inhibit	negative	mir-194	718.2619	886.4114	886.4114	miRNA		These findings suggested that miR-194 inhibits proliferation and metastasis and reverses cisplatin-resistance of NSCLC cells and may be useful as a new potential therapeutic target for NSCLC .
1898	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	These findings suggested that miR-194 inhibits proliferation and metastasis and reverses cisplatin-resistance of NSCLC cells and may be useful as a new potential therapeutic target for NSCLC .
1897	suppress	negative	mir-194	718.2619	886.4114	886.4114	miRNA		Both in vitro and in vivo experiments showed that ectopic stable expression miR-194 suppressed proliferation , migration , invasion and metastasis and induced apoptosis in NSCLC cells and that this suppression could be reversed by reintroducing forkhead box A1 ( FOXA1 ) , a functional target of miR-194 .
1897	suppress	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Both in vitro and in vivo experiments showed that ectopic stable expression miR-194 suppressed proliferation , migration , invasion and metastasis and induced apoptosis in NSCLC cells and that this suppression could be reversed by reintroducing forkhead box A1 ( FOXA1 ) , a functional target of miR-194 .
1486	regulate	positive	mir-194	718.2619	886.4114	886.4114	miRNA		Thus , we identified a pathway in which TNF帢-NF-庥B signaling switches off negative regulation by suppressing HNF-1帢-mediated expression of miR-194 , revealing insight into the mechanisms linking inflammatory pathways , miRNA , and HCC metastasis .
1486	regulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Thus , we identified a pathway in which TNF帢-NF-庥B signaling switches off negative regulation by suppressing HNF-1帢-mediated expression of miR-194 , revealing insight into the mechanisms linking inflammatory pathways , miRNA , and HCC metastasis .
1043	downregulate	negative	mir-194	718.2619	886.4114	886.4114	miRNA		Then , we found that miR-194 was significantly downregulated and RBX1 upregulated in GC tissues ; both of which showed significant association with tumor size , location , invasion , and tumor node metastasis .
1043	downregulate	negative	gc	1242.449	487.0825	487.0825	Cancer	D061325	Then , we found that miR-194 was significantly downregulated and RBX1 upregulated in GC tissues ; both of which showed significant association with tumor size , location , invasion , and tumor node metastasis .
894	inhibit	negative	mir-194	718.2619	886.4114	886.4114	miRNA		Overexpression of miR-194 inhibited tumor growth and metastasis of osteosarcoma probably by downregulating CDH2 and IGF1R .
894	inhibit	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	Overexpression of miR-194 inhibited tumor growth and metastasis of osteosarcoma probably by downregulating CDH2 and IGF1R .
893	inhibit	negative	mir-194	718.2619	886.4114	886.4114	miRNA		Overexpression of miR-194 partially inhibited the proliferation , migration , and invasion of osteosarcoma cells in ? vitro , as well as tumor growth and pulmonary metastasis of osteosarcoma cells in ? vivo .
893	inhibit	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	Overexpression of miR-194 partially inhibited the proliferation , migration , and invasion of osteosarcoma cells in ? vitro , as well as tumor growth and pulmonary metastasis of osteosarcoma cells in ? vivo .
892	inhibit	negative	mir-194	718.2619	886.4114	886.4114	miRNA		Overexpression of miR-194 partially inhibited the proliferation , migration , and invasion of osteosarcoma cells in ? vitro , as well as tumor growth and pulmonary metastasis of osteosarcoma cells in ? vivo .
892	inhibit	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	Overexpression of miR-194 partially inhibited the proliferation , migration , and invasion of osteosarcoma cells in ? vitro , as well as tumor growth and pulmonary metastasis of osteosarcoma cells in ? vivo .
891	affect	neutral	mir-194	718.2619	886.4114	886.4114	miRNA		We studied the effects of miR-194 in osteosarcoma and the possible mechanism by which miR-194 affected the survival , apoptosis and metastasis of osteosarcoma .
891	affect	neutral	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	We studied the effects of miR-194 in osteosarcoma and the possible mechanism by which miR-194 affected the survival , apoptosis and metastasis of osteosarcoma .
313	suppress	negative	mir-194	718.2619	886.4114	886.4114	miRNA		Here , we show that overexpression of miR-194 in lung cancer cell lines , results in suppressing metastasis of lung cancer cells , while inhibiting its expression through 'miRNA sponge ' promotes the cancer cells to metastasize .
313	suppress	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Here , we show that overexpression of miR-194 in lung cancer cell lines , results in suppressing metastasis of lung cancer cells , while inhibiting its expression through 'miRNA sponge ' promotes the cancer cells to metastasize .
312	suppress	negative	mir-194	718.2619	886.4114	886.4114	miRNA		miR-194 suppresses metastasis of non-small cell lung cancer through regulating expression of BMP1 and p27 ( kip1 ) .
312	suppress	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-194 suppresses metastasis of non-small cell lung cancer through regulating expression of BMP1 and p27 ( kip1 ) .
1771	induce	positive	mir-212	723.4807	887.3566	887.3566	miRNA		Taken together , our results clearly show that overexpression of PXN induced by methylationsuppressed miR-212 promotes tumor metastasis and invasion , and regulation of miR-212 expression may be a novel therapeutic strategy for gastric cancer .
1771	induce	positive	gc	1242.449	487.0825	487.0825	Cancer	D061325	Taken together , our results clearly show that overexpression of PXN induced by methylationsuppressed miR-212 promotes tumor metastasis and invasion , and regulation of miR-212 expression may be a novel therapeutic strategy for gastric cancer .
1770	effect	neutral	mir-212	723.4807	887.3566	887.3566	miRNA		Restoring mir-212 expression by exogenous mirprecursor molecules transfection or reexpression of endogenous miR-212 treated by 5-aza-2'-deoxycytidine ( 5-aza ) can exert similar effect that reduce GC cells invasion and metastasis abilities in vitro by interacting PXN gene .
1770	effect	neutral	gc	1242.449	487.0825	487.0825	Cancer	D061325	Restoring mir-212 expression by exogenous mirprecursor molecules transfection or reexpression of endogenous miR-212 treated by 5-aza-2'-deoxycytidine ( 5-aza ) can exert similar effect that reduce GC cells invasion and metastasis abilities in vitro by interacting PXN gene .
1769	effect	neutral	mir-212	723.4807	887.3566	887.3566	miRNA		Restoring mir-212 expression by exogenous mirprecursor molecules transfection or reexpression of endogenous miR-212 treated by 5-aza-2'-deoxycytidine ( 5-aza ) can exert similar effect that reduce GC cells invasion and metastasis abilities in vitro by interacting PXN gene .
1769	effect	neutral	gc	1242.449	487.0825	487.0825	Cancer	D061325	Restoring mir-212 expression by exogenous mirprecursor molecules transfection or reexpression of endogenous miR-212 treated by 5-aza-2'-deoxycytidine ( 5-aza ) can exert similar effect that reduce GC cells invasion and metastasis abilities in vitro by interacting PXN gene .
311	inhibit	negative	mir-212	723.4807	887.3566	887.3566	miRNA		Overexpression of miR-212 inhibited CRC cell migration and invasion in vitro and formation of intrahepatic and pulmonary metastasis in vivo .
311	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Overexpression of miR-212 inhibited CRC cell migration and invasion in vitro and formation of intrahepatic and pulmonary metastasis in vivo .
310	inhibit	negative	mir-212	723.4807	887.3566	887.3566	miRNA		Overexpression of miR-212 inhibited CRC cell migration and invasion in vitro and formation of intrahepatic and pulmonary metastasis in vivo .
310	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Overexpression of miR-212 inhibited CRC cell migration and invasion in vitro and formation of intrahepatic and pulmonary metastasis in vivo .
